pr_number,pr_head_commit,commit_hash,pr_description,commit_message,diff_text,reverted,revert_type,first_commit_files,first_commit_lines,first_commit_snaps,pr_total_commits,pr_final_files,pr_final_lines
18,844ed4371cbea2fd2db3532696af83a4267775d9,844ed4371cbea2fd2db3532696af83a4267775d9,"*Issue #, if available:*
N/A

*Description of changes:*
Fix issues reported here: https://deepsource.io/gh/moulik-deepsource/diagram-maker

* fix(ActionDispatcher): Adding missing break statement inside switch case (https://deepsource.io/gh/moulik-deepsource/diagram-maker/issue/JS-0064/)
An additional Id check prevents any bugs currently, but adding break ensure that we dont leak bugs in the future due to fallthrough in the switch statement
* fix: Using className instead of class (https://deepsource.io/gh/moulik-deepsource/diagram-maker/issue/JS-0455/)
* fix: Using blocks for lexical declarations in switch case (https://deepsource.io/gh/moulik-deepsource/diagram-maker/issue/JS-0054/)
* fix: Removing explicit type declaration when using default values (https://deepsource.io/gh/moulik-deepsource/diagram-maker/issue/JS-0331/)

By submitting this pull request, I confirm that you can use, modify, copy, and redistribute this contribution, under the terms of your choice.
","Fix snapshots
",,1,OID=OID,2,6,2,4,14,44
21,ac243e937d62f7fcb7051f80df1b101da270e8ed,ac243e937d62f7fcb7051f80df1b101da270e8ed,"*Issue #, if available:*
https://github.com/awslabs/diagram-maker/issues/16

*Description of changes:*
Adding data attributes on edges for source node type & destination node type to allow for CSS overrides to be added to the edge based on source node types & destination node types.

By submitting this pull request, I confirm that you can use, modify, copy, and redistribute this contribution, under the terms of your choice.
","feature: Adding data attributes on edges for source node type & destination node type
","diff --git a/src/components/edge/Edge.spec.tsx b/src/components/edge/Edge.spec.tsx
index 49ec94b..8ccf4ce 100644
--- a/src/components/edge/Edge.spec.tsx
+++ b/src/components/edge/Edge.spec.tsx
@@ -46,4 +46,19 @@ describe('Edge', () => {
     expect(edge).toMatchSnapshot();
   });
 
+  it('renders source & dest types', () => {
+    const edge = shallow(
+      <Edge
+        id=""myEdge""
+        edgeStyle={EdgeStyle.LEFT_RIGHT_BEZIER}
+        src={{ x:0, y:100 }}
+        dest={{ x:100, y:0 }}
+        srcTypeId=""sourceType""
+        destTypeId=""destinationType""
+      />
+    );
+
+    expect(edge).toMatchSnapshot();
+  });
+
 });
",0,,14,128,2,1,14,128
39,d19afad7c36e3e5e65a71fd5657c11265021aaa3,d1e3a4596a900c0ca230456ee3480444a82fb1a2,"*Issue #, if available:*

*Description of changes:*
Added a new shape type Rectangle.
Added method for Boundary calculation for the intersection of rectangles.
Added a new demo with rectangular shape connectors with boundary setting.

By submitting this pull request, I confirm that you can use, modify, copy, and redistribute this contribution, under the terms of your choice.
","Added unit tests for getBoundaryCoordinatesForRectangle method
","diff --git a/src/components/view/View.spec.tsx b/src/components/view/View.spec.tsx
index 8b9327c..05fffea 100644
--- a/src/components/view/View.spec.tsx
+++ b/src/components/view/View.spec.tsx
@@ -243,6 +243,9 @@ describe('View', () => {
           nodeTypeConfig: {
             [type1]: {
               shape: Shape.CIRCLE
+            },
+            [type2]: {
+              shape: Shape.RECTANGLE
             }
           },
           options: { connectorPlacement: ConnectorPlacement.BOUNDARY }
@@ -278,6 +281,50 @@ describe('View', () => {
           );
           expect(view).toMatchSnapshot();
         });
+
+        it('renders the edge on the top boundary of a rectangular node', () => {
+          const mockNodesWithVerticalRectangles = Object.assign(
+            {},
+            generateNode('node-1', 0, 0, type2),
+            generateNode('node-2', 50, 200, type2)
+          );
+          const mockStateWithVerticalRectangles = {
+            edges: mockEdges,
+            editor: { mode: EditorMode.DRAG },
+            nodes: mockNodesWithVerticalRectangles,
+            panels: {},
+            workspace: workspaceState
+          };
+          const view = shallow(
+            <View
+              state={mockStateWithVerticalRectangles}
+              configService={configServiceWithShapeAndBoundary}
+            />
+          );
+          expect(view).toMatchSnapshot();
+        });
+
+        it('renders the edge on the side boundary of a rectangular node', () => {
+          const mockNodesWithHorizontalRectangles = Object.assign(
+            {},
+            generateNode('node-1', 0, 0, type2),
+            generateNode('node-2', 200, 50, type2)
+          );
+          const mockStateWithHorizontalRectangles = {
+            edges: mockEdges,
+            editor: { mode: EditorMode.DRAG },
+            nodes: mockNodesWithHorizontalRectangles,
+            panels: {},
+            workspace: workspaceState
+          };
+          const view = shallow(
+            <View
+              state={mockStateWithHorizontalRectangles}
+              configService={configServiceWithShapeAndBoundary}
+            />
+          );
+          expect(view).toMatchSnapshot();
+        });
       });
 
     });
",0,,2,287,1,5,9,863
